,total,taxonomy
UNI8261,3,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia sp. NT80
UNI8526,3,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;Veillonella parvula
UNI863,3,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis
UNI9138,3,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes;uncultured feedlot manure bacterium B32
UNI9399,3,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida OUS82
UNI2800,3,Bacteria;Firmicutes;Clostridia;Thermolithobacterales;Thermolithobacteraceae;Thermolithobacter;uncultured Firmicutes bacterium
UNI2985,3,Bacteria;Firmicutes;Clostridia;Thermolithobacterales;Thermolithobacteraceae;Thermolithobacter;uncultured Firmicutes bacterium
UNI3537,3,Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;Rubrobacter naiadicus
UNI11085,3,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. KW-12
UNI9190,3,Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;uncultured bacterium
UNI1554,3,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium tuberculostearicum SK141
UNI11149,3,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;Rothia mucilaginosa ATCC 25296
UNI11171,3,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;Rothia mucilaginosa ATCC 25296
UNI11709,3,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;Rothia mucilaginosa ATCC 25296
UNI561,3,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Leifsonia;Leifsonia aquatica ATCC 14665
UNI552,3,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Family III;Caldicellulosiruptor;Caldicellulosiruptor acetigenus DSM 7040
UNI6738,3,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Family III;Caldicellulosiruptor;Caldicellulosiruptor acetigenus DSM 7040
UNI10669,3,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium;Phyllobacterium sp. UNC302MFCol5.2
UNI10981,3,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium;Phyllobacterium sp. UNC302MFCol5.2
UNI1101,3,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Castanea mollissima (Chinese chestnut)
UNI1104,3,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Castanea mollissima (Chinese chestnut)
UNI11621,3,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus pantotrophus J40
UNI3097,3,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis sp. C-1
UNI3115,3,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Triatoma brasiliensis
UNI3291,3,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis sp. C-1
UNI3303,3,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis sp. C-1
UNI3653,3,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Triatoma brasiliensis
UNI7772,3,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;Agrobacterium tumefaciens WRT31
UNI8767,3,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium sp. 88A
UNI9646,3,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium;Phyllobacterium sp. UNC302MFCol5.2
UNI9983,3,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium;Phyllobacterium sp. UNC302MFCol5.2
UNI2431,3,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Family III;Thermoanaerobacterium;Thermoanaerobacterium bryantii
UNI3711,3,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Meiothermus;Meiothermus silvanus
UNI11109,2,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Cronobacter;Cronobacter dublinensis subsp. lausannensis LMG 23824
UNI12118,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Streptococcus pneumoniae
UNI1535,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus glycinifermentans
UNI1698,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus glycinifermentans
UNI9090,2,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus M0113
UNI924,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
UNI3991,2,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;Citrobacter freundii UCI 32
UNI4714,2,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus haemolyticus DNF00585
UNI961,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
UNI239,2,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae(F);uncultured bacterium
UNI249,2,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae(F);uncultured bacterium
UNI271,2,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae(F);uncultured bacterium
UNI56,2,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter sp. HZ01
UNI5679,2,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Alcaligenes sp. STC1
UNI7109,2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. ABFPK
UNI1201,2,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Castanea mollissima (Chinese chestnut)
UNI7079,2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. RIT-PI-o
UNI712,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thermoamylovorans
UNI1038,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium kroppenstedtii
UNI1193,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium kroppenstedtii
UNI538,2,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Family III;Caldicellulosiruptor;Caldicellulosiruptor acetigenus DSM 7040
UNI543,2,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Family III;Caldicellulosiruptor;Caldicellulosiruptor acetigenus DSM 7040
UNI1090,2,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Castanea mollissima (Chinese chestnut)
UNI1203,2,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Castanea mollissima (Chinese chestnut)
UNI2732,2,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis sp. C-1
UNI369,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus caldoxylosilyticus
UNI549,2,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Family III;Caldicellulosiruptor;Caldicellulosiruptor acetigenus DSM 7040
UNI244,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Aeribacillus;Aeribacillus pallidus
UNI31,2,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia SKK35
UNI6800,2,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;uncultured bacterium
UNI757,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thermoamylovorans
UNI91,2,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter sp. HZ01
UNI6427,2,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Family III;Caldicellulosiruptor;Caldicellulosiruptor acetigenus DSM 7040
UNI9997,2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium;Phyllobacterium sp. UNC302MFCol5.2
UNI412,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus caldoxylosilyticus
UNI11907,2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter sp. NIPH 2171
UNI256,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Aeribacillus;Aeribacillus pallidus
UNI3531,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Calditerricola;Calditerricola satsumensis JCM 14719
UNI4310,2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter sp. NIPH 2171
UNI4534,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Aeribacillus;Aeribacillus pallidus
UNI4618,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Aeribacillus;Aeribacillus pallidus
UNI4773,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Aeribacillus;Aeribacillus pallidus
UNI4866,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Aeribacillus;Aeribacillus pallidus
UNI568,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Aeribacillus;Aeribacillus pallidus
UNI590,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus coagulans DSM 1 = ATCC 7050
UNI6410,2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;Hydra vulgaris
UNI664,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus coagulans DSM 1 = ATCC 7050
UNI725,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Aeribacillus;Aeribacillus pallidus
UNI7532,2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter sp. NCTC 7422
UNI7535,2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter bereziniae LMG 1003 = CIP 70.12
UNI763,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
UNI7900,2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter sp. NCTC 7422
UNI8245,2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter sp. NCTC 7422
UNI8247,2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter sp. NCTC 7422
UNI855,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis
UNI10683,2,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus salivarius subsp. thermophilus
UNI10876,2,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas kerstersii
UNI1265,2,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae(F);uncultured bacterium
UNI1344,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thermoamylovorans
UNI1364,2,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae(F);uncultured bacterium
UNI1444,2,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae(F);uncultured bacterium
UNI166,2,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia acidovorans
UNI1714,2,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pneumoniae
UNI1755,2,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pneumoniae
UNI1829,2,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pneumoniae
UNI1857,2,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pneumoniae
UNI1978,2,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae(F);uncultured bacterium
UNI2024,2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Squalius pyrenaicus
UNI2080,2,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae(F);uncultured bacterium
UNI2115,2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Squalius pyrenaicus
UNI26,2,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia SKK35
UNI288,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. KW-12
UNI30,2,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia SKK35
UNI310,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. KW-12
UNI341,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. KW-12
UNI358,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. KW-12
UNI4032,2,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus sp. D384
UNI4398,2,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus iners DSM 13335
UNI4469,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thermoamylovorans
UNI4519,2,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus iners DSM 13335
UNI4525,2,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus haemolyticus DNF00585
UNI4629,2,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus iners DSM 13335
UNI4894,2,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia acidovorans CCUG 274B
UNI5106,2,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella;Klebsiella sp. AS10
UNI5159,2,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella;Klebsiella sp. AS10
UNI7092,2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. ABFPK
UNI7096,2,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter;Diaphorobacter nitroreducens JCM 11421
UNI7142,2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. ABFPK
UNI73,2,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter sp. HZ01
UNI7651,2,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;uncultured bacterium
UNI80,2,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter sp. HZ01
UNI8392,2,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas nitritireducens
UNI8705,2,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;Pelomonas aquatica
UNI893,2,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis
UNI9058,2,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Nosocomiicoccus;uncultured bacterium
UNI909,2,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis
UNI9094,2,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium;uncultured proteobacterium
UNI917,2,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis
UNI920,2,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis
UNI949,2,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae(F);uncultured bacterium
UNI2743,2,Bacteria;Firmicutes;Clostridia;Thermolithobacterales;Thermolithobacteraceae;Thermolithobacter;uncultured Firmicutes bacterium
UNI3025,2,Bacteria;Firmicutes;Clostridia;Thermolithobacterales;Thermolithobacteraceae;Thermolithobacter;uncultured Firmicutes bacterium
UNI3040,2,Bacteria;Firmicutes;Clostridia;Thermolithobacterales;Thermolithobacteraceae;Thermolithobacter;uncultured Firmicutes bacterium
UNI10914,2,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia SKK35
UNI11082,2,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;uncultured Prevotellaceae bacterium
UNI6609,2,Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;uncultured Deinococcus sp.
UNI1963,2,Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus geothermalis
UNI12071,2,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus amyloliquefaciens
UNI1997,2,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus amyloliquefaciens
UNI2201,2,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus amyloliquefaciens
UNI8232,2,Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus murrayi
UNI1015,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium kroppenstedtii
UNI1143,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium kroppenstedtii
UNI1147,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium kroppenstedtii
UNI1307,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium kroppenstedtii
UNI1642,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium tuberculostearicum SK141
UNI6530,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium sp. GD7
UNI1096,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium tuberculostearicum SK141
UNI1281,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium tuberculostearicum SK141
UNI1337,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium tuberculostearicum SK141
UNI1370,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium tuberculostearicum SK141
UNI1488,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium tuberculostearicum SK141
UNI3694,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium sp. NML 100378
UNI3808,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium sp. NML 100378
UNI560,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium accolens ATCC 49725
UNI6037,2,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium accolens ATCC 49725
UNI11565,2,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;Rothia mucilaginosa ATCC 25296
UNI12456,2,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;Rothia mucilaginosa ATCC 25296
UNI637,2,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Leifsonia;Leifsonia aquatica ATCC 14665
UNI643,2,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Leifsonia;Leifsonia aquatica ATCC 14665
UNI3777,2,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Family III;Caldicellulosiruptor;Caldicellulosiruptor acetigenus DSM 7040
UNI565,2,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Family III;Caldicellulosiruptor;Caldicellulosiruptor acetigenus DSM 7040
UNI6612,2,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Family III;Caldicellulosiruptor;Caldicellulosiruptor acetigenus DSM 7040
UNI7483,2,Bacteria;Saccharibacteria;uncultured bacterium
UNI7886,2,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Family III;Caldicellulosiruptor;Caldicellulosiruptor acetigenus DSM 7040
UNI8262,2,Bacteria;Cyanobacteria;Chloroplast;Pardosa pseudoannulata
UNI9063,2,Bacteria;Cyanobacteria;Chloroplast;Pardosa pseudoannulata
UNI10380,2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium;Phyllobacterium sp. UNC302MFCol5.2
UNI10540,2,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 3;Clostridium intestinale URNW
UNI11341,2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium;Phyllobacterium sp. UNC302MFCol5.2
UNI1199,2,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Castanea mollissima (Chinese chestnut)
UNI1240,2,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Castanea mollissima (Chinese chestnut)
UNI12474,2,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis sp. H057
UNI1533,2,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Castanea mollissima (Chinese chestnut)
UNI2900,2,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis sp. C-1
UNI3089,2,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis sp. C-1
UNI3204,2,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Triatoma brasiliensis
UNI6401,2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;uncultured;Afipia sp. P52-10
UNI7835,2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium sp. 88A
UNI9372,2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium sp. 88A
UNI10833,2,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Finegoldia;Finegoldia magna ATCC 53516
UNI7335,2,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Peptoniphilus;Peptoniphilus rhinitidis 1-13
UNI11503,2,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Meiothermus;Meiothermus cerbereus DSM 11376
UNI2488,2,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Family III;Thermoanaerobacterium;Thermoanaerobacterium bryantii
UNI3957,2,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Meiothermus;Meiothermus silvanus
UNI8613,2,Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera;Truepera radiovictrix
